Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99;X100;X101;X102;X103;X104;X105;X106;X107;X108;X109;X110;X111;X112;X113;X114;X115;X116;X117;X118;X119;X120;X121;X122;X123;X124;X125;X126;X127;X128;X129;X130;X131;X132;X133;X134;X135;X136;X137;X138;X139;X140;X141;X142;X143;X144;X145;X146;X147;X148;X149;X150;X151;X152;X153;X154;X155;X156;X157;X158;X159;X160;X161;X162;X163;X164;X165;X166;X167;X168;X169;X170;X171;X172;X173;X174;X175;X176;X177;X178;X179;X180;X181;X182;X183;X184;X185;X186;X187;X188;X189;X190;X191;X192;X193;X194;X195;X196;X197;X198;X199;X200;X201;X202;X203;X204;X205;X206;X207;X208;X209;X210;X211;X212;X213;X214;X215;X216;X217;X218;X219;X220;X221;X222;X223;X224;X225;X226;X227;X228;X229;X230;X231;X232;X233;X234;X235;X236;X237;X238;X239;X240;X241;X242
S;0.204656872;0.212871287;0.224358974;0.213483146;0.26984127;0.181818182;0.0625;0;0;0;0;0;0;0.233333333;0.222222222;0.68;0.05;0;0.27;0.58;0.222222222;0.166666667;0.142857143;0.076923077;0.076923077;0.032258065;0.199513382;0.193623867;0.222141119;0.218583397;0.176531433;0.178739417;0.10332829;0.02149113;0.384615385;0.276119403;0.361979167;0.15349802;0.473950809;0.77460064;0.950312032;0;0;0.659003378;0.158197211;0.620499357;0.608879169;0.072662397;0;0;0;0.233188601;0.246424711;0;0;0;0;0;1;0;0;0;0;0;0;0.072385398;0;1;1;0.159503816;1;0;0;0;0;0;0;0;0;0.174419881;0.13173095;0;0;0.127257897;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090909091;0;0;0;0;0;0.26984127;0.111111111;0.0625;0.222222222;0;0.25;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3.67E-01;3.72E-01;3.78E-01;1.83E-01;8.92E-02;4.95E-01;0;0;0;0.083333333;0.111111111;0;0.0625;0.2;0.181818182;0.069029851;0.885931559;0;0.944227006;0.118210863;0.792580101;0.160704145;0.125;0.367346939;0.366197183;0.204905545;0.114068441;0.237281399;0.217211575;0.241635688;0.444444444;0.881758764;0.169076752;0.624943516;0.29468599;0.663212435;0.353430353;0.124450031;0.268287227;0.124450031;0.268287227;0.235202492;0.787564767;0.684491979;0.74;0.69955157;0.459259259;0.269230769;0.302600473;0.388542964;0.459259259;0.307363197;0.244443543;0.219114572;0.199446595;0.144361789;0.122133842;0.100254811;0.075012845;0.113487409;0.099202128;0.47;0.255102041;0.850518467;0.626718069;0.681754419;0.635055256;0.168568335;0.581868542;0.262314194;0.128333333;0.3;0.220967013;0.162805663;0.102343908;0.108782113;0;0;0;0.057036456;0.121279291;0.01388065;0.049738635;0.0021083;0.010784968;0.340943683;0.077054795;0.215550185;0.206997085;0.243620118;0.238685586;0.083333333;0.125;0;0.5879;0.4121;0.0013;0;0.293964698;0.1625;0.186252772
N;0.298039837;0.198019802;0.19786703;0.303370787;0.285714286;0;0.625;0;0;0;0;0;0;0.333333333;0.148148148;0.55;0.06;0;0.39;0.14;0.333333333;0.333333333;0.142857143;0.153846154;0;0.096774194;0.399026764;0.282100029;0.313625304;0.305661335;0.248936904;0.21378175;0.097579425;0.042847519;0.169230769;0.300995025;0.363715278;0.11964621;0.185015726;0.772669852;0.950312032;0;0;0.538927665;0.064017859;0.285623393;0.608879169;0.072662397;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.266260093;0.480939664;0;0.142095559;0;1;1;0.159503816;1;0;0;0;0;0;0.25861506;0;0;0;0.095042039;0;0;0.125931164;0;0;0.5;0;0.444444444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0.285714286;0.37037037;0.1875;0.444444444;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.81E-01;3.77E-01;3.61E-01;2.55E-01;3.59E-01;5.92E-01;0;0.5;0.6;0.166666667;0.37037037;0.25;0.625;0;0;0.182835821;0.634980989;0.258575198;0.436399217;0;1;0.316297558;0.375;0.510204082;0.323943662;0.232937233;0.365019011;0.171303657;0.200300639;0.282527881;0.434343434;0.707070707;0.113459399;0.810212381;0.210628019;0.586905323;0.455717256;0.135135135;0.268809186;0.135135135;0.268809186;0.241433022;0.67357513;0.22459893;0.76;0.708520179;0.434567901;0.230769231;0.09929078;0.393524284;0.434567901;0.199931545;0.180463173;0.182661131;0.170451298;0.162716108;0.13932593;0.277216413;0.368727522;0;0.266489362;0.281428571;0.175170068;0.728999184;0.572242709;0.734779762;0.662517898;0.156741901;0.375412805;0.528708831;0.282916667;0.287012987;0.170356981;0.532335907;0.484946454;0.508330646;0.491335245;0.546884392;0.386603376;0.393571149;0.251820773;0.517973662;0.178678917;0.259875721;0.409050478;0.665144597;0.067208904;0.277818366;0.285714286;0.238814053;0.260119492;0.166666667;0;0.6559;0;0.3441;0;0.084776405;0;0.6433;0.114067504
S;0.173706094;0.173267327;0.181869753;0.179775281;0.222222222;0.090909091;0.125;0;0;0;0;0;0;0.2;0.222222222;0.68;0;0;0.32;0.5;0.222222222;0.166666667;0.142857143;0.076923077;0.153846154;0.032258065;0.199513382;0.155454811;0.191727494;0.181010409;0.142627284;0.170272813;0.111497731;0.01578711;0.615384615;0.211442786;0.376736111;0;0.51462869;0.772669852;0.950312032;0;0;0.647856777;0.213957608;0.551308669;0.608879169;0.072662397;0;0;0;0;0.260902553;0;0;0;0;0;1;0;0;0;0.110553814;0.08757257;0;0;0;1;1;0.159503816;1;0;0;0;0;0;0.105891333;0;0;0;0.111077178;0;0;0.177439229;0;0.2;0;0;0.111111111;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.222222222;0.111111111;0;0.166666667;0;0.25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.85E-01;3.84E-01;4.01E-01;6.55E-02;9.03E-02;4.70E-01;0;0;0;0.083333333;0.111111111;0.125;0.125;0;0.090909091;0.085820896;0.878326996;0.121372032;0.873776908;0;0.89376054;0.142532652;0.125;0.346938776;0.521126761;0.15904936;0.121673004;0.197933227;0.13679068;0.163568773;0.333333333;0.906120024;0.18131257;0.532760958;0.411111111;0.601978333;0.346361746;0.04902577;0.233241369;0.04902577;0.233241369;0.200934579;0.507772021;0.262032086;0.89;0.650224215;0.461728395;0.174825175;0.115839243;0.361145704;0.461728395;0.270269114;0.210415315;0.155343777;0.118267557;0.095537645;0.08322799;0.033740445;0.02568933;0;0.062234043;0.214285714;0.884353741;0.873703833;0.753603755;0.705508276;0.62976833;0.168235196;0.56066901;0.204022151;0.105833333;0.238961039;0.201536376;0.098616474;0.061931703;0.065785231;0;0;0;0.028616229;0.063647878;0.005813264;0.029146206;0;0;0.357686454;0.098458904;0.175311903;0.174927114;0.199011711;0.195369679;0;0.125;0;0.9422;0.0578;0;0;0.471123556;0.2254;0.265829022
N;0.941361422;0.96039604;0.962446108;0.943820225;0.968253968;1;0.8125;0;0;0;0;0;0;0.944444444;0.555555556;0.86;0.14;0;0;0.1;0.111111111;0;0.142857143;0.923076923;0.153846154;0;0;0.949107926;0.936739659;0.966488957;0.942535341;0.894167451;0.420423601;0.861396811;0.015384615;0.873134328;0.926215278;0.931724886;0.184532966;0.061928844;0.871620497;0;0.202528411;0.124360845;0;0.401776147;0.608879169;0.072662397;0;0;0;0.79837341;0.835484743;0;0;0;0;0;1;0;0;0;0.295253475;0;0;0.913664699;0;1;1;0.159503816;1;0;0;0;0;0;0.243727883;0;0;0.805687724;0.922014855;0;0.254488108;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.968253968;0.888888889;0.6875;0.666666667;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9.11E-01;9.32E-01;8.32E-01;7.50E-01;8.26E-01;9.69E-01;0;0;0;0.5;0.888888889;0.25;0.8125;0.8;1;0.451492537;0.11913815;0.242744063;0.202544031;0.479233227;0.030354132;0.889267462;0.852631579;0.367346939;0.366197183;0.966788544;0.88086185;0.958267091;0.960165351;0.241635688;0.323232323;0.510398099;0.179087875;0.910528694;0.024154589;0.7432878;0.553846154;0.944688875;0.958765193;0.944688875;0.958765193;0.246105919;0.792746114;0.352941176;0.885;0.715246637;0.380246914;0.270979021;0.156028369;0.397260274;0.380246914;0.954648526;0.964450844;0.986303445;0.978929045;0.968092041;0.965314378;0.91705474;0.892789861;1;0.618617021;0.39;0.181972789;0.307235232;0.11900771;0.59085383;0.051584242;0.877737986;0.43261958;0.640338094;0.113333333;0.237662338;0.110257569;0.396557272;0.114366539;0.445125228;0.491335245;0.204367862;0.491772152;0.060760486;0.121754275;0.928579903;0.019562807;0.230137594;0.931287525;0.393455099;0.001284247;0.954731932;0.944606414;0.964462195;0.962210605;0;0.875;0;0;1;0;0;0;0.4302;0.171963538
N;0.204648953;0.207920792;0.216927615;0.213483146;0.285714286;0;0.125;0;0;0;0;0;0;0.255555556;0;0.92;0.08;0;0;0;0.444444444;0;0.571428571;0.076923077;0.076923077;0;0;0.186896753;0.218978102;0.25209444;0.144581083;0.094308561;0.063086233;0.0180777;0.323076923;0.201492537;0.289930556;0.115135067;0.467152548;0.921644676;0.958777501;0;0.112693734;0.766887496;0;0.401776147;0.608879169;0.072662397;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.132627846;0;0;0.067019525;0;1;1;0.159503816;1;0;0;0;0;0;0.106712025;0;0;0;0.183086378;0;0.130062048;0;0;0.2;0;0.333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.285714286;0.074074074;0;0.111111111;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.04E-01;3.03E-01;3.26E-01;9.68E-02;1.03E-01;5.16E-01;0;0;0;0.083333333;0.074074074;0.125;0.125;0;0;0.083955224;0.919518378;0.118733509;0.875733855;0;1;0.132879046;0.102631579;0.346938776;0.535211268;0.2027727;0.080481622;0.236883943;0.232243517;0.19330855;0.323232323;0.867498515;0.255839822;0.597379123;0.30531401;0.58313707;0.322661123;0.063167819;0.275147267;0.063167819;0.275147267;0.260124611;0.829015544;0.363636364;0.93;0.735426009;0.298765432;0.283216783;0.160756501;0.408468244;0.298765432;0.313951996;0.313473394;0.309536075;0.27662449;0.196600209;0.127151442;0.066162903;0.05908546;0;0.108510638;0.381428571;0.413265306;0.753699173;0.79349648;0.6709062;0.632962514;0.168235196;0.56066901;0.086563684;0.114166667;0.179220779;0.064618165;0.035875161;0.021115377;0.014188971;0;0;0;0.03880831;0.013220393;0.021473484;0;0;0;0.259512938;0.083047945;0.194812858;0.206997085;0.244297028;0.22815534;0;0;0;0;1;0;0;0;0.1905;0.117270264
N;0.260420544;0.180693069;0.177161334;0.247191011;0.26984127;0.181818182;0.125;0;0.333333333;0;0.166666667;0;0.111111111;0.277777778;0.037037037;0.23;0.08;0;0.69;0.34;0.333333333;0.5;0;0.230769231;0.153846154;0.225806452;0.598540146;0.224042118;0.251581509;0.285351612;0.192851396;0.158043274;0.101361573;0.03031664;0.353846154;0.2039801;0.399305556;0.075568331;0.192030147;0.772669852;0.950312032;0;0;0.647856777;0.405037901;0.737094138;0.608879169;0.072662397;0;0;0;0;0;0;0;0.427630163;0;0;1;0;0;0;0;0;0.478269017;0;0;1;0.578151744;0.159503816;1;0;0;0;0.159878677;0;0;0;0;0;0.028852317;0;0;0.461524728;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.285714286;0.148148148;0;0.611111111;0;0.75;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.21E-01;4.09E-01;4.27E-01;3.80E-01;1.65E-01;6.02E-01;0;0;0;0;0.148148148;0;0.125;0;0.181818182;0;0.83269962;0;0.825831703;0;0.854974705;0.127768313;0.115789474;0.102040816;0.718309859;0.163162706;0.16730038;0.128775835;0.113866967;0.68401487;0.191919192;0.550802139;0.419354839;0.553999096;0.399033816;0.564295808;0.335135135;0.080452546;0.174632764;0.219044626;0.215047349;0.638629283;0.336787565;0.475935829;0.115;0.522421525;0.22962963;0.772727273;0.210401891;0.711083437;0.22962963;0.214649382;0.165578358;0.134223205;0.097742212;0.076065927;0.083850328;0.07468588;0;0.108658158;0.125531915;0.117142857;0.726190476;0.823255272;0.786372779;0.659870944;0.650475456;0.15024569;0.602961543;0.444476829;0.515;0.297402597;0.300045188;0.277509653;0.250656698;0.351821993;0.394090512;0.268683631;0.16350211;0.180713446;0.085338822;0.121841262;0.053302709;0.443297825;0.43351123;0.582952816;0.067636986;0.26624143;0.247813411;0.244770866;0.254966393;0;0.25;0;0.0023;0.9977;0;0;0.001150058;0.2499;0
N;0.223664515;0.183168317;0.186634899;0.224719101;0.253968254;0.363636364;0;0;0.333333333;0;0;0;0;0.266666667;0.037037037;0.52;0.04;0;0.44;0.64;0.444444444;0.333333333;0.285714286;0.076923077;0.076923077;0.032258065;0.199513382;0.191576484;0.236009732;0.252856055;0.155384439;0.12911571;0.079727685;0.02149113;0.276923077;0.184079602;0.317708333;0.105665315;0.345028839;0.772669852;0.950312032;0;0;0.721177228;0.271813912;0.795823511;0.608879169;0.072662397;0;0;0;0.262171872;0.498887919;0;0.574746791;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0.159503816;1;0;0.612338983;0;0;0;0;0;0;0.176899568;0.08389134;0;0;0.231898314;0;0;0;0;0;0;0;0;0.5;0.25;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0.253968254;0.148148148;0.0625;0.333333333;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.25E-01;3.29E-01;3.52E-01;2.06E-01;8.54E-02;5.46E-01;0;0;0;0.083333333;0.148148148;0;0;0.2;0.363636364;0.072761194;0.859315589;0;1;0.124600639;0.625632378;0.152754117;0.122368421;0.204081633;0.422535211;0.165295551;0.140684411;0.173688394;0.148440436;0.144981413;0.414141414;0.875816993;0.167964405;0.612742883;0.330917874;0.639189826;0.342619543;0.120678818;0.228096339;0.120678818;0.238162702;0.200934579;0.663212435;0.572192513;0.67;0.650224215;0.456790123;0.227272727;0.252955083;0.361145704;0.456790123;0.256535319;0.212341823;0.183433835;0.146392476;0.119013378;0.112147261;0.178718917;0;0.33528803;0.197074468;0.468571429;0.346938776;0.847605732;0.664683205;0.590479753;0.643242648;0.158865662;0.554596783;0.342757214;0.2775;0.528571429;0.233167646;0.27960103;0.248434027;0.295496077;0.190375265;0.096473653;0.030907173;0.213445708;0.258549715;0.318899039;0.120228101;0.058144696;0.02357127;0.54261796;0.082619863;0.222322131;0.218658892;0.240844784;0.241896938;0;0.5;0;0.9316;0.0684;0;0;0.521226061;0.1799;0.228627741
N;0.070059003;0.03960396;0.017075108;0.04494382;0.015873016;0;0;0;0;0.333333333;0.166666667;0;0.444444444;0.044444444;0.037037037;1;0;0;0;0.66;0;0;0;0;0.307692308;0;0;0.046943551;0.037956204;0.073876618;0.045971727;0.01505174;0.112405446;0.000606333;0.353846154;0.589552239;0.086805556;0;0.146748039;0.772669852;0.738781235;0;0;0.647856777;0;0.401776147;0.608879169;0.072662397;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0.159503816;1;0;0;0.273035849;0.113906328;0;0;0;0;0;0.01947932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.055555556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.14E-01;9.56E-02;7.65E-02;7.22E-02;0.00E+00;2.56E-01;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0.056218058;0;0.734693878;0.845070423;0.044332724;0;0.016295707;0.055618189;0.416356877;0.666666667;0.757575758;0.298665184;0.562584727;0.387922705;0.609514837;0.321829522;0;0.025203191;0.133878064;0.025203191;0.451713396;0;0.144385027;0.1;0.598654709;0.395061728;0.741258741;0.061465721;0.332503113;0.395061728;0.040987464;0.024537638;0.000742402;0.00035075;8.27703E-05;5.83442E-05;0;0;0;0;0;1;0.874985436;0.759805565;0.70616291;0.632962514;0.168235196;0.56066901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.676560122;0.414811644;0.04035068;0.06122449;0.026534895;0.027931292;0;0;0;0;1;0;0;0;0;0
N;0.52019958;0.45049505;0.467381439;0.539325843;0.587301587;0.545454545;0.375;0;0;0;0;0;0;0.588888889;0.555555556;0.61;0.07;0;0.31;0.48;0.555555556;0.5;0.285714286;0.384615385;0.230769231;0.161290323;0.515815085;0.49722141;0.554257908;0.57831937;0.45017814;0.424506115;0.209531014;0.222142376;0.169230769;0.124378109;0.705729167;0.138495734;0.335416884;0.561905607;0.925177962;0;0;0.490010121;0.510662348;0.46086048;0.608879169;0.170466119;0;0;0.266894479;0.625406831;0.174295335;0;0;0.214932791;0;0;1;0;0;0;0.298165353;0;0;0.301419057;0;1;1;0.159503816;1;0;0;0;0;0;0.242651276;0;0.262516074;0.576943489;0.328852317;0;0;0.528747059;0;0.4;0;0;0;0;0;0;0;0.25;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.363636364;0;0;0;0;0;0.587301587;0.444444444;0.3125;0.666666667;1;0.25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6.91E-01;7.13E-01;7.24E-01;6.05E-01;5.17E-01;7.71E-01;0;0.25;0.2;0.5;0.444444444;0.25;0.375;0.8;0.545454545;0.524253731;0.513941698;0.242744063;0.61741683;0.600638978;0.365935919;0.49290176;0.456578947;0.428571429;0.253521127;0.459323583;0.486058302;0.466216216;0.407365652;0.252788104;0.282828283;0.643493761;0.475528365;0.449615906;0.3352657;0.726330664;0.278586279;0.417661848;0.486764596;0.417661848;0.486764596;0.19470405;0.766839378;0.331550802;0.81;0.641255605;0.254320988;0.262237762;0.146572104;0.356164384;0.254320988;0.535831943;0.498681862;0.45580437;0.384174699;0.325990916;0.341070421;0.359283016;0.321972941;0.389789583;0.286968085;0.387142857;0.170068027;0.648724222;0.395407308;0.834003554;0.531042332;0.153535438;0.751997443;0.598950743;0.272916667;0.348051948;0.474017171;0.333494208;0.249545363;0.394496399;0.286248597;0.262973352;0.277320675;0.147589181;0.236937935;0.503499822;0.276730556;0.220039947;0.365799422;0.397260274;0.02140411;0.51930426;0.513119534;0.527110269;0.546004481;0.083333333;0.25;0.0002;0.0035;0.9963;0;0;0.001650083;0.3399;0.345158906
N;0.257244684;0.20049505;0.195030633;0.258426966;0.301587302;0.181818182;0.125;0;0;0;0.166666667;0;0.111111111;0.3;0.037037037;0.5;0.07;0;0.43;0.24;0.444444444;0.333333333;0.285714286;0.153846154;0;0.096774194;0.399026764;0.225065809;0.27080292;0.282305154;0.188139294;0.163452493;0.089863843;0.030833146;0.261538462;0.184079602;0.361979167;0;0.352616087;0.772669852;0.950312032;0;0;0.755773756;0.30997281;0.769033969;0.608879169;0.072662397;0;0;0;0;0.154755966;0;0;0.229440999;0;0;1;0;0;0;0.116637219;0;0;0.063926264;0;1;1;0.159503816;1;0;0;0;0.162909131;0;0.118779728;0;0;0;0.100980281;0;0;0.284309538;0;0;0;0;0;0;0;0;0;0.25;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;0;0;0.317460317;0.148148148;0.1875;0.444444444;0;0.25;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3.90E-01;3.73E-01;3.89E-01;2.47E-01;1.48E-01;5.62E-01;0;0;0;0.083333333;0.148148148;0.125;0.125;0;0.181818182;0.087686567;0.856780735;0.124010554;0.869863014;0;0.84317032;0.169789892;0.152631579;0.612244898;0.112676056;0.161639244;0.143219265;0.169713831;0.15520481;0.31598513;0.393939394;0.792632204;0.259176863;0.578400362;0.412560386;0.603862459;0.257796258;0.096794469;0.224890016;0.253928347;0.224890016;0.573208723;0.637305699;0.315508021;0.72;0.484304933;0.311111111;0.877622378;0.139479905;0.268991283;0.311111111;0.240362812;0.206095879;0.187388261;0.157538517;0.135463979;0.119955658;0.1392672;0.10960781;0.133149362;0.129255319;0.317142857;0.112244898;0.813468484;0.638786457;0.707378659;0.631604068;0.165486799;0.544582934;0.45904984;0.039583333;0.551948052;0.637596023;0.264317889;0.239846434;0.282382027;0.260441341;0.266479663;0.147151899;0.007056056;0.073780874;0.005694626;0.028750198;0.010319574;0.020902824;0.502283105;0.068493151;0.255619872;0.247813411;0.25465376;0.26377894;0.083333333;0.25;0.9893;0;0.0107;0.041;0.127752166;0;0.2796;0.000985464
N;0.230032075;0.262376238;0.256693896;0.235955056;0.301587302;0;0.1875;0;0;0;0;0;0;0.244444444;0.518518519;0.83;0.17;0;0;0.52;0.111111111;0;0.142857143;0.307692308;0.076923077;0;0;0.215706347;0.249148418;0.22239147;0.218825422;0.31420508;0.244780635;0.042286099;0.923076923;0.233830846;0.685763889;0.054257741;0.548807332;0.803904669;0.950312032;0;0.747397475;0.600792618;0;0.401776147;0.608879169;0.072662397;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.108078908;0.08790736;0;0.059103308;0;1;1;0.159503816;1;0;0;0;0;0;0.113511415;0;0;0;0.152122686;0;0.679431231;0;0;0;0;0;0.111111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;0;0;0.301587302;0.111111111;0.0625;0.222222222;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;6.78E-01;6.85E-01;6.77E-01;3.98E-01;1.38E-01;5.21E-01;0;0;0;0.083333333;0.111111111;0.125;0.1875;0;0;0.083955224;0.88086185;0.118733509;0.816046967;0;1;0.194775696;0.127631579;0.448979592;0.507042254;0.232632541;0.11913815;0.272257552;0.249154453;0.301115242;0.424242424;0.863933452;0.203559511;0.56032535;0.381642512;0.611398964;0.320582121;0.073852923;0.31078965;0.073852923;0.31078965;0.23364486;0.803108808;0.35828877;0.905;0.697309417;0.622222222;0.274475524;0.158392435;0.387297634;0.622222222;0.383647799;0.249026606;0.189297294;0.15023773;0.112298635;0.098698925;0.076970389;0.104298681;0;0.071010638;0.375714286;0.258503401;0.794593965;0.69644653;0.70616291;0.632889085;0.168360123;0.56045595;0.22996211;0.250416667;0.245454545;0.111613195;0.081885457;0.012325722;0.021498441;0.03603042;0.04007213;0.032805907;0.059388475;0.018128562;0.023727607;0.007999366;0.044385264;0.055481432;0.246575342;0.068921233;0.226537035;0.233236152;0.2687335;0.259522031;0.083333333;0;0.9978;0;0.0022;0;0.128849804;0;0.3043;0.000246366
N;0.2755237;0.235148515;0.23791695;0.280898876;0.365079365;0.090909091;0.0625;0;0;0;0.166666667;0;0.111111111;0.311111111;0.185185185;0.34;0.03;0;0.62;0.2;0.333333333;0.5;0;0.076923077;0.153846154;0.225806452;0.598540146;0.247148289;0.3;0.272911907;0.226410757;0.255879586;0.126172466;0.041118347;0.323076923;0.221393035;0.425347222;0;0.277828015;0.772669852;0.950312032;0;0;0.808529516;0.749503059;0.692804329;0.608879169;0.072662397;0;0;0.267703941;0;0;0;0;0;0;0;1;0;0;0;0;0.088015306;0;0;0;1;1;0.159503816;1;0;0;0;0.161770748;0;0;0;0.212726301;0;0.061900992;0;0;0.648412121;0;0;0;0;0.111111111;0.333333333;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.380952381;0.074074074;0;0.555555556;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.43E-01;4.36E-01;5.07E-01;1.04E-01;9.75E-02;5.77E-01;0;0;0;0.083333333;0.074074074;0;0.0625;0.2;0.090909091;0.139925373;0.908111534;0;0.949119374;0.239616613;0.84317032;0.173764906;0.076315789;0.163265306;0.61971831;0.172151127;0.091888466;0.215023847;0.16572717;0.133828996;0.151515152;0.893642305;0.165739711;0.612291008;0.379710145;0.650494583;0.257380457;0.045254557;0.27544553;0.19893149;0.27544553;0.556074766;0.652849741;0.240641711;0.595;0.538116592;0.414814815;0.858391608;0.106382979;0.298879203;0.414814815;0.28973602;0.204858858;0.164116239;0.156616176;0.168158257;0.183453587;0.035497759;0.028087001;0;0.06356383;0.234285714;0.896258503;0.876383549;0.751676165;0.705975872;0.630429196;0.167902057;0.560988601;0.600116584;0.46125;0.380519481;0.448712155;0.367438867;0.438270358;0.340320327;0.351078419;0.294429974;0.168248945;0.306546452;0.388774541;0.145094317;0.23942658;0.083111407;0.243718034;0.360730594;0.055650685;0.282342363;0.268221574;0.300006769;0.311799851;0;0.125;0;0.9725;0.0275;0;0;0.486274314;0.0751;0.271249076
N;0.258836574;0.202970297;0.203710007;0.258426966;0.317460317;0.090909091;0.0625;0;0;0.111111111;0.166666667;0;0.222222222;0.288888889;0.185185185;0.33;0;0;0.67;0.78;0.333333333;0.5;0;0.153846154;0.076923077;0.225806452;0.598540146;0.22886809;0.270316302;0.272404163;0.20399954;0.207196613;0.122541604;0.042241186;0.630769231;0.119402985;0.559027778;0;0.274600012;0.748984964;0.950312032;0;0;0.647856777;0.56648969;0.633941009;0.608879169;0.072662397;0;0;0;0;0;0;0;0;0;0.437306825;1;0;0;0;0.128711567;0;0;0;0;1;1;0.159503816;1;0;0;0.110270146;0.154817453;0;0.113171666;0;0;0;0.064176375;0;0;0.562006413;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.341269841;0.074074074;0;0.5;0;0.5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.83E-01;5.63E-01;5.59E-01;2.16E-01;6.66E-02;5.57E-01;1;0;0;0.083333333;0.037037037;0.125;0.0625;0;0;0.089552239;0.952471483;0.126649077;0.926614481;0;1;0.188529245;0.078947368;0.346938776;0.535211268;0.145490555;0.069074778;0.178855326;0.140924464;0.171003717;0.333333333;0.853238265;0.205228031;0.600994126;0.356521739;0.581723976;0.361746362;0.034255185;0.241592722;0.194846009;0.241592722;0.588785047;0.398963731;0.315508021;0.74;0.486547085;0.313580247;0.895104895;0.066193853;0.270236613;0.313580247;0.249818166;0.199403796;0.169858489;0.126607602;0.083215213;0.069565725;0.106756875;0;0.1541911;0.148404255;0.195714286;0.239795918;0.780962367;0.763660744;0.667913588;0.638065866;0.168818189;0.580590178;0.503643253;0.10375;0.328571429;0.535020334;0.311936937;0.280157608;0.194990863;0.128786934;0.071328391;0.122468354;0.031360251;0.080351488;0.011745166;0.04276889;0.009320905;0.020569268;0.566971081;0.068065068;0.263319096;0.247813411;0.256413728;0.270351008;0;0;0;1;0;0;0;0.500025001;0.08;0.09854644
