Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99;X100;X101;X102;X103;X104;X105;X106;X107;X108;X109;X110;X111;X112;X113;X114;X115;X116;X117;X118;X119;X120;X121;X122;X123;X124;X125;X126;X127;X128;X129;X130;X131;X132;X133;X134;X135;X136;X137;X138;X139;X140;X141;X142;X143;X144;X145;X146;X147;X148;X149;X150;X151;X152;X153;X154;X155;X156;X157;X158;X159;X160;X161;X162;X163;X164;X165;X166;X167;X168;X169;X170;X171;X172;X173;X174;X175;X176;X177;X178;X179;X180;X181;X182;X183;X184;X185;X186;X187;X188;X189;X190;X191;X192;X193;X194;X195;X196;X197;X198;X199;X200;X201;X202;X203;X204;X205;X206;X207;X208;X209;X210;X211;X212;X213;X214;X215;X216;X217;X218;X219;X220;X221;X222;X223;X224;X225;X226;X227;X228;X229;X230;X231;X232;X233;X234;X235;X236;X237;X238;X239;X240;X241;X242
N;0.334700828;0.306930693;0.324880871;0.359550562;0.476190476;0.181818182;0.0625;0;0;0;0;0;0;0.411111111;0.259259259;0.5;0.03;0;0.47;0.52;0.555555556;0.5;0.285714286;0.230769231;0.153846154;0.225806452;0.598540146;0.314273179;0.380778589;0.370906321;0.271692909;0.259642521;0.119515885;0.073658208;0.169230769;0.134328358;0.484375;0.092978181;0.398298093;0.852106755;0.950312032;0.574938165;0;0.718922933;0.735766371;0.812084762;0.608879169;0.072662397;0;0;0;0.295996709;0.284775921;0;0;0;0;0;1;0;0;0;0;0.089404528;0;0;0;1;1;0.159503816;1;0;0;0;0;0;0;0;0;0.165855355;0.175751235;0.567634726;0;0.587854962;0;0;0;0;0.111111111;0;0;0;0.5;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.476190476;0.111111111;0;0.555555556;0;0.25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.84E-01;4.95E-01;4.52E-01;1.50E-01;6.77E-02;6.43E-01;0;0;0;0.083333333;0.111111111;0;0.0625;0.2;0.181818182;0.069029851;0.877059569;0;0.949119374;0.118210863;0.760539629;0.219761499;0.113157895;0.163265306;0.647887324;0.243144424;0.122940431;0.305246423;0.24201428;0.130111524;0.292929293;0.923945336;0.168520578;0.602801627;0.353140097;0.600565238;0.351351351;0.07416719;0.422638133;0.07416719;0.422638133;0.281931464;0.632124352;0.240641711;0.695;0.766816143;0.422222222;0.216783217;0.106382979;0.425902864;0.422222222;0.431566337;0.361453602;0.316672222;0.290355686;0.264026983;0.27001692;0.040769704;0.028429526;0;0.079255319;0.237142857;0.892857143;0.874402889;0.753687563;0.702796222;0.631640783;0.168901474;0.552466177;0.598076363;0.65375;0.253246753;0.239945775;0.268339768;0.195089917;0.189616253;0.144371026;0.219394911;0.104746835;0.224813799;0.196405953;0.169296476;0.088547442;0.114292055;0.127307094;0.344748858;0.042808219;0.338625379;0.332361516;0.389832803;0.394100075;0;0.25;0;0.8379;0.1621;0;0;0.419770989;0.093;0.13328406
N;0.27816893;0.202970297;0.194179714;0.258426966;0.26984127;0.181818182;0.1875;0;0;0;0.333333333;0;0.222222222;0.288888889;0.185185185;0.52;0.04;0;0.44;0.48;0.333333333;0.333333333;0.142857143;0.076923077;0;0.096774194;0.399026764;0.231207956;0.269586375;0.270373191;0.20399954;0.194731891;0.108018154;0.035167303;0.323076923;0.186567164;0.431423611;0.038338635;0.348717986;0.779564918;0.950312032;0;0;0.625576718;0.203496097;0.567422578;0.608879169;0.072662397;0;0;0;0.199385804;0;0;0;0.189149661;0;0;1;0;0;0;0;0.177695175;0;0.071642309;0;1;1;0.159503816;1;0;0;0;0.316496607;0;0;0;0;0.193955421;0.081778079;0;0;0.266064327;0;0;0;0;0.222222222;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090909091;0;0;0;0;0;0.301587302;0.185185185;0.0625;0.388888889;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.49E-01;4.39E-01;4.08E-01;6.06E-01;1.67E-01;5.77E-01;0;0;0;0.083333333;0.185185185;0;0.1875;0.2;0.181818182;0.072761194;0.829531052;0;0.837573386;0.124600639;0.826306914;0.188529245;0.209210526;0.408163265;0.225352113;0.166361974;0.170468948;0.158187599;0.159714393;0.226765799;0.494949495;0.809269162;0.207452725;0.610935382;0.352657005;0.618935469;0.337629938;0.100565682;0.192304824;0.390320553;0.192304824;0.512461059;0.595854922;0.219251337;0.56;0.627802691;0.30617284;0.809440559;0.096926714;0.348692403;0.30617284;0.193086039;0.174582252;0.130041514;0.157967211;0.087684811;0.088887376;0.17907038;0.135468402;0.184201449;0.159042553;0.481428571;0.173469388;0.81801235;0.610291653;0.677920135;0.654403936;0.123053219;0.654841802;0.415039347;0.028333333;0.437662338;0.401717126;0.481660232;0.439280663;0.319789315;0.232763995;0.185934682;0.09978903;0.01626813;0.07251425;0.097401827;0.633375574;0.020528185;0.006115188;0.600456621;0.062928082;0.284000225;0.265306122;0.250118459;0.262509335;0.083333333;0.125;0.0006;0;0.9994;0;7.75E-05;0;0.32;0.09854644
N;0.324769334;0.173267327;0.159405491;0.235955056;0.253968254;0;0.25;0;0;0;0;1;0.222222222;0.266666667;0.037037037;0.32;0.04;0;0.64;0.18;0.333333333;0.5;0;0.076923077;0;0.096774194;0.399026764;0.215267622;0.24136253;0.259710586;0.181703252;0.1434619;0.08290469;0.02524141;0.323076923;0.231343284;0.349826389;0.046200912;0.211934964;0.772669852;0.950312032;0;0;0.634633332;0.201642223;0.566089799;0.608879169;0.150014013;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.245360185;0;0;0.073886976;0.602659085;1;1;0.159503816;1;0;0;0;0;1;0.234863527;0;0;0;0.028486597;0;0;0.262115632;0;0;0.5;0.333333333;0.111111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.301587302;0.148148148;0;0.5;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.82E-01;3.61E-01;4.31E-01;1.88E-01;1.95E-01;6.02E-01;0;0;0;0.166666667;0.148148148;0.25;0.25;0;0;0.177238806;0.854879594;0.250659631;0.77592955;0;1;0.177172061;0.192105263;0.367346939;0.408450704;0.150517977;0.145120406;0.123211447;0.169860955;0.171003717;0.444444444;0.773618538;0.293103448;0.563488477;0.393236715;0.638718794;0.298544699;0.060339409;0.164342704;0.26052797;0.164342704;0.291277259;0.569948187;0.262032086;0.635;0.50896861;0.338271605;0.561188811;0.115839243;0.282689913;0.338271605;0.166645274;0.137207982;0.106284658;0.120047286;0.071523905;0.062895039;0.174589228;0.171775989;0;0.241223404;0.387142857;0.243197279;0.75789351;0.767599732;0.722528757;0.599809083;0.188973099;0.458506445;0.466336345;0.07875;0.662337662;0.387257117;0.437097812;0.456758941;0.498011394;0.410671986;0.158485273;0.14556962;0.147589181;0.127691577;0.507058963;0.590765088;0.022525522;0.010117856;0.538812785;0.078339041;0.231623019;0.29154519;0.229946524;0.251605676;0.166666667;0;0.9929;0;0.0071;0;0.134105554;0;0.3495;0.10298103
S;0.0935968;0.094059406;0.095700023;0.101123596;0.142857143;0;0.0625;0;0;0;0;0;0;0.111111111;0.111111111;0.36;0.09;0;0.55;0.42;0.111111111;0.166666667;0;0.153846154;0;0.032258065;0.199513382;0.089207371;0.106082725;0.103579589;0.081484887;0.089369708;0.07473525;0.003795194;0.707692308;0.333333333;0.221354167;0.04059299;0.225196436;0.772669852;0.950312032;0.509587861;0.107377938;0.647856777;0.205952479;0.546801329;0.608879169;0.072662397;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.078558276;0;0;0;1;1;0.159503816;1;0;0;0;0;0;0;0;0;0;0.025602307;0.494020811;0.108055843;0.171281646;0;0;0;0;0.111111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0.037037037;0;0.222222222;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.33E-01;2.29E-01;2.42E-01;2.68E-02;2.55E-02;3.27E-01;0;0;0;0;0.037037037;0;0.0625;0;0;0;0.966413181;0;0.9481409;0;1;0.072118115;0.034210526;0.06122449;0.718309859;0.083638026;0.033586819;0.100158983;0.095452837;0.111524164;0.555555556;0.863339275;0.221913237;0.592408495;0.348309179;0.620819595;0.324324324;0.00565682;0.146297815;0.00565682;0.146297815;0.275700935;0.093264249;0.240641711;0.14;0.757847534;0.434567901;0.034965035;0.106382979;0.420921544;0.434567901;0.135498224;0.091904607;0.076134057;0.057522929;0.028814419;0.01577238;0.03382831;0.026374379;0;0.06143617;0.22;0.889455782;0.876500058;0.750335233;0.704947162;0.630062048;0.169109686;0.562480026;0.262314194;0.18625;0.227272727;0.204699503;0.114543115;0.061931703;0.103944964;0.087270914;0.034562212;0;0.045668365;0.069347688;0.016016135;0.040155235;0.018086995;0.05203469;0.287671233;0.176369863;0.094807238;0.093294461;0.113585595;0.115608663;0;0;0;0;1;0;0;0;0.1818;0
N;0.378252089;0.326732673;0.340197413;0.393258427;0.46031746;0.090909091;0.375;0;0;0;0;0;0;0.433333333;0.259259259;0.55;0.03;0;0.43;0.5;0.444444444;0.5;0.142857143;0.153846154;0;0.096774194;0.399026764;0.367358877;0.399270073;0.430566134;0.321457304;0.255409219;0.125416036;0.10424433;0.292307692;0.139303483;0.618055556;0.373731773;0.283729208;0.772669852;0.944364005;0;0;0.619615653;0.231286176;0.868583905;0.608879169;0.072662397;0;0;0;0.207819973;0;0;0;0;0;0;1;0;0;0;0.142318483;0.252162445;0;0.074438448;0.6283516;1;1;0.159503816;1;0;0;0;0;0;0.118942984;0;0;0.203553913;0.157352109;0;0;0.269897502;0;0;0.25;0;0.444444444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090909091;0;0;0;0;0;0.46031746;0.259259259;0.0625;0.5;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;6.19E-01;6.25E-01;6.00E-01;5.80E-01;2.49E-01;6.64E-01;0;0.25;0.6;0.166666667;0.259259259;0.125;0.375;0.2;0.090909091;0.15858209;0.752851711;0.124010554;0.678082192;0.121405751;0.897133221;0.30834753;0.292105263;0.469387755;0.281690141;0.316270567;0.247148289;0.323926868;0.331078542;0.211895911;0.434343434;0.759358289;0.340934372;0.550384094;0.230434783;0.92133773;0.057796258;0.124135764;0.432406234;0.124135764;0.432406234;0.281931464;0.740932642;0.240641711;0.83;0.766816143;0.264197531;0.253496503;0.106382979;0.425902864;0.264197531;0.341676293;0.363217878;0.370685737;0.313661046;0.266737711;0.245667944;0.248484316;0.236341839;0.108658158;0.301329787;0.45;0.130952381;0.764884073;0.561515253;0.687926681;0.61420127;0.213875239;0.56056248;0.558729233;0.362916667;0.498701299;0.207410755;0.601673102;0.599211962;0.431688703;0.401196858;0.261671008;0.259177215;0.451587613;0.263299557;0.411673983;0.22406146;0.170883267;0.038581276;0.47716895;0.038955479;0.380240531;0.373177843;0.390171258;0.394473488;0.166666667;0;0.0163;0;0.9837;0;0.002104883;0;0.2977;0.13205223
N;0.277551182;0.225247525;0.219650556;0.269662921;0.301587302;0.181818182;0;0;0.333333333;0.333333333;0;0;0.333333333;0.3;0.259259259;0.57;0;0;0.43;0.4;0.333333333;0.333333333;0.142857143;0.076923077;0.307692308;0.096774194;0.399026764;0.244662182;0.276399027;0.30312262;0.215262613;0.188381938;0.111951589;0.038311251;0.292307692;0.208955224;0.434027778;0.09964154;0.366446783;0.772669852;0.732096642;0;0;0.647856777;0.308700847;0.605483819;0.608879169;0.072662397;0;0;0;0;0.436330756;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0.505639479;1;0;0;0.33778279;0;0;0;0;0;0;0.089373374;0;0;0.35199045;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.325396825;0.074074074;0;0.333333333;0;0.75;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.42E-01;4.43E-01;4.74E-01;3.22E-01;1.79E-02;5.87E-01;0;0;0;0;0.074074074;0;0;0;0.181818182;0;0.937262357;0;1;0;0.833052277;0.17149347;0.051315789;0.775510204;0.647887324;0.192413163;0.062737643;0.191176471;0.212701992;0.3866171;0.474747475;0.852049911;0.15461624;0.588793493;0.384057971;0.629298163;0.287318087;0.060339409;0.293490418;0.062225016;0.304153307;0.31152648;0.569948187;0.582887701;0.15;0.80941704;0.42962963;0.195804196;0.059101655;0.449564134;0.42962963;0.313010739;0.258537476;0.210993606;0.170165502;0.140419852;0.123135417;0.081187945;0;0.110037944;0.125;0.455714286;0.87585034;0.882442037;0.712789138;0.680258113;0.622462092;0.175272758;0.57451795;0.407169921;0.175416667;0.392207792;0.279258925;0.218951094;0.188724995;0.20165538;0.111332752;0.140052094;0.085864979;0.160329283;0.11478784;0.463993356;0.060034849;0.0126498;0.009450745;0.418569254;0.073202055;0.232746993;0.268221574;0.272050362;0.272516804;0;0.25;0;0.9872;0.0128;0;0;0.493624681;0.1159;0
N;0.136403596;0.108910891;0.118107556;0.146067416;0.174603175;0.181818182;0.0625;0;0;0;0;0;0;0.177777778;0.037037037;0.41;0;0;0.59;0.26;0.333333333;0.333333333;0.142857143;0.076923077;0.076923077;0.032258065;0.199513382;0.120649313;0.155231144;0.164001015;0.093897253;0.073377234;0.058093797;0.007590389;0.4;0.226368159;0.229166667;0.04158763;0.304329343;0.772669852;0.950312032;0;0;0.647856777;0.159857973;0.649827207;0.608879169;0.245158688;0;0;0;0.247441464;0;0;0;0;0.266794032;0;1;0;0;0;0;0.08218308;0;0;0;1;1;0.159503816;1;0;0;0;0;0;0;0.198237984;0;0.141342142;0.055093692;0;0;0.139608071;0;0;0;0;0.111111111;0;0;0;0.5;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.174603175;0.111111111;0;0.277777778;0;0.25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.46E-01;2.41E-01;2.55E-01;1.02E-01;1.02E-01;4.24E-01;0;0;0;0.166666667;0.074074074;0;0.0625;0.4;0.090909091;0.14738806;0.917617237;0;0.947162427;0.252396166;0.870151771;0.111300398;0.122368421;0.265306122;0.577464789;0.116849482;0.117237009;0.131160572;0.098459226;0.141263941;0.313131313;0.861556744;0.207452725;0.612291008;0.306280193;0.661328309;0.316424116;0.081081081;0.155171128;0.081081081;0.155171128;0.250778816;0.67357513;0.235294118;0.65;0.721973094;0.44691358;0.230769231;0.104018913;0.400996264;0.44691358;0.164377701;0.137796074;0.124178055;0.09287069;0.053862787;0.034452245;0.088832264;0.024147971;0.124525699;0.13537234;0.515714286;0.772108844;0.850168939;0.723348978;0.649303283;0.626464001;0.18705755;0.56066901;0.278344506;0.16125;0.303896104;0.259376412;0.132239382;0.099009901;0.197140707;0.05747413;0.001302344;0;0.083104665;0.120883471;0.043896073;0.047679392;0.025077674;0;0.546423135;0.127140411;0.150724963;0.134110787;0.147972653;0.15862584;0.083333333;0.125;0;0.9535;0.0465;0;0;0.476773839;0.1364;0.485094851
S;0.345250069;0.282178218;0.278137055;0.337078652;0.349206349;0.272727273;0.25;0;0;0.111111111;0.166666667;0;0.222222222;0.366666667;0.333333333;0.62;0.03;0;0.35;0.52;0.333333333;0.333333333;0.142857143;0.153846154;0.153846154;0.096774194;0.399026764;0.308423516;0.350608273;0.342472709;0.282726123;0.286923801;0.149167927;0.079923647;0.492307692;0.146766169;0.647569444;0.076027957;0.352630498;0.760396466;0.950312032;0;0;0.629414935;0.233245618;0.517989177;0.608879169;0.072662397;0;0;0.281333915;0.22378465;0.23729941;0;0;0;0;0;1;0;0;0;0;0.259637332;0;0.073374284;0;1;1;0.159503816;1;0;0;0.110633244;0.159433792;0;0;0;0.246261432;0.183716419;0.171187271;0;0;0.30443458;0;0;0;0;0.333333333;0.333333333;0;0.333333333;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090909091;0;0;0;0;0;0.373015873;0.259259259;0.0625;0.388888889;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6.48E-01;6.53E-01;6.97E-01;2.53E-01;2.38E-01;6.38E-01;0;0.25;0.2;0.166666667;0.259259259;0;0.25;0.4;0.272727273;0.21641791;0.723700887;0;0.770058708;0.370607029;0.661045531;0.273140261;0.253947368;0.387755102;0.225352113;0.256855576;0.276299113;0.26073132;0.212701992;0.215613383;0.333333333;0.788472965;0.253615128;0.553547221;0.38115942;0.588318417;0.335966736;0.16530484;0.300275893;0.33186675;0.300275893;0.618380062;0.740932642;0.219251337;0.645;0.710762332;0.330864198;0.928321678;0.066193853;0.394769614;0.330864198;0.298335686;0.259186405;0.245234993;0.220231755;0.153745874;0.146755091;0.19681926;0.144202774;0.147982063;0.229255319;0.33;0.105442177;0.778981708;0.648759638;0.672215468;0.641920916;0.179228783;0.49813572;0.494025066;0.129583333;0.320779221;0.49615906;0.347329472;0.277126692;0.250779318;0.083156714;0.058004408;0.016033755;0.088396707;0.071722609;0.089808993;0.035799145;0.108189081;0.000111185;0.532724505;0.046232877;0.346661796;0.335276968;0.323360184;0.333831217;0.083333333;0.25;0;0.4399;0.5601;0.0001;0;0.219960998;0.2988;0.264843558
N;0.433770245;0.366336634;0.384275017;0.449438202;0.492063492;0.454545455;0.3125;0;0;0;0;0;0;0.522222222;0.222222222;0.73;0.06;0;0.21;0.52;0.777777778;0.333333333;0.714285714;0.307692308;0.230769231;0.032258065;0.199513382;0.405235449;0.461313869;0.506727596;0.329157568;0.236829727;0.101966717;0.124904559;0.138461538;0.087064677;0.5546875;0.236208792;0.348393744;0.698108504;0.760752105;0;0;0.586846222;0.217513441;0.574521807;0.608879169;0.235800756;0;0;0;0.223454042;0.544379313;0;0;0;0.263251526;0;1;0;0;0;0.153777271;0.10097355;0;0.24069555;0;1;1;0.159503816;1;0;0;0;0;0;0.127683795;0.202698926;0;0.203709465;0.333542586;0;0;0.189131287;0;0.2;0;0;0.111111111;0;0;0;0;0.25;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.272727273;0;0;0;0;0;0.492063492;0.37037037;0.4375;0.444444444;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.49E-01;5.64E-01;5.12E-01;3.65E-01;3.26E-01;7.30E-01;0;0;0;0.25;0.333333333;0.125;0.3125;0.4;0.363636364;0.231343284;0.650823828;0.124010554;0.681996086;0.249201278;0.618887015;0.379897785;0.378947368;0.448979592;0.366197183;0.389396709;0.383396705;0.380763116;0.376925968;0.289962825;0.313131313;0.683897802;0.289766407;0.587889742;0.346859903;0.643900141;0.425779626;0.341609051;0.437402133;0.341609051;0.437402133;0.22741433;0.761658031;0.294117647;0.845;0.688340807;0.417283951;0.26048951;0.130023641;0.382316314;0.417283951;0.498481153;0.479822356;0.446213751;0.432773;0.348928642;0.339495128;0.313504964;0.242849803;0.401862711;0.262234043;0.522857143;0.18707483;0.703367121;0.485836406;0.685495184;0.53133605;0.287415674;0.523383403;0.412124745;0.344166667;0.301298701;0.110257569;0.207850708;0.102141847;0.247662045;0.18376761;0.069224604;0.089451477;0.14621717;0.113362888;0.314865346;0.037937589;0.156901909;0.029019346;0.503805175;0.032106164;0.435596268;0.428571429;0.442293373;0.449514563;0.083333333;0.375;0;0.4796;0.5204;0;0;0.239811991;0.3219;0.203991131
N;0.081495268;0.044554455;0.01316088;0.04494382;0.015873016;0;0;0;0;0.222222222;0.333333333;0;0.444444444;0.044444444;0;0.8;0.2;0;0;0;0;0;0;0.076923077;0;0;0;0.046066101;0.039902676;0.063214014;0.045971727;0.028927563;0.077155825;0.00062879;0.353846154;0.544776119;0.09375;0;0.192030147;0.772669852;0.950312032;0;0;0.450280637;0;0.401776147;0.608879169;0.072662397;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0.159503816;1;0;0;0.18408089;0.235930504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.063492063;0;0;0.055555556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.16E-01;1.02E-01;9.40E-02;5.12E-02;0.00E+00;2.66E-01;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0.006246451;0;0.285714286;0.985915493;0.020262035;0;0;0.029312289;0.271375465;0.767676768;0.824717766;0.240266963;0.579755987;0.387922705;0.609514837;0.321829522;0;0.009246141;0.148334381;0.009246141;0.161993769;0;0.144385027;0;0.32735426;0.165432099;0.416083916;0.063829787;0.181818182;0.165432099;0.014760621;0.021414666;0.001030272;0.00035075;8.28E-05;5.83E-05;0.025305333;0;0;0.038297872;0.064285714;0.819727891;0.869043458;0.752430439;0.710651828;0.632962514;0.168235196;0.56066901;0.16234334;0.014166667;0.375324675;0.1206507;0.143983269;0.012224692;0.000429969;0;0;0;0.005880047;0.069664345;0.020287104;0;0;0;0.870624049;0.295376712;0.070360796;0.069970845;0.034793204;0.040403286;0;0;0;0;1;0;0;0;0;0
N;0.204870708;0.133663366;0.125425459;0.202247191;0.222222222;0.181818182;0.0625;0;0;0.111111111;0.166666667;0;0.222222222;0.233333333;0;0.36;0.09;0;0.55;0;0.333333333;0.333333333;0.142857143;0.076923077;0;0.096774194;0.399026764;0.177098567;0.210462287;0.224676314;0.148488679;0.127469426;0.081391831;0.016348529;0.2;0.243781095;0.282986111;0;0.190383722;0.772669852;0.950312032;0;0;0.660567583;0.292796156;0.51403772;0.608879169;0.072662397;0;0;0;0.200877212;0;0;0.484474828;0;0;0;1;0;0;0;0;0;0;0.066425281;0;1;1;0.159503816;1;0;0;0.119433053;0.156950285;0;0;0;0;0.182746505;0.021102439;0;0;0.345265767;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090909091;0;0;0;0;0;0.246031746;0.111111111;0.0625;0.444444444;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3.09E-01;2.95E-01;2.85E-01;2.15E-01;1.15E-01;4.95E-01;0;0;0;0.083333333;0.111111111;0;0.0625;0.2;0.181818182;0.072761194;0.901774398;0;0.946183953;0.124600639;0.831365936;0.151618399;0.130263158;0.387755102;0.366197183;0.113193175;0.098225602;0.093004769;0.124013529;0.256505576;0.535353535;0.787284611;0.289210234;0.551287845;0.39178744;0.636363636;0.285239085;0.085795097;0.147341734;0.225329981;0.147341734;0.485981308;0.575129534;0.465240642;0.54;0.466367713;0.291358025;0.77972028;0.066193853;0.259028643;0.291358025;0.152055791;0.123641304;0.103890791;0.083218582;0.062874406;0.068437737;0.155961691;0.075355369;0.186616075;0.175;0.49;0.25170068;0.823022253;0.593949045;0.706349949;0.631200206;0.181893895;0.590390966;0.400174876;0.039166667;0.623376623;0.803434252;0.360842986;0.354111942;0.418252177;0.267547687;0.250450811;0.103586498;0.002940024;0.087397087;0.009372405;0.037462379;0.043830448;0.005781632;0.564687976;0.096318493;0.196330224;0.192419825;0.181615109;0.194398805;0.083333333;0.125;0.0002;0;0.9998;0;2.58E-05;0;0.2;0.12318305
S;0.265615966;0.193069307;0.192080781;0.258426966;0.238095238;0.272727273;0.3125;0;0.333333333;0;0;0;0;0.288888889;0.185185185;0.67;0.11;0;0.22;0.68;0.333333333;0.166666667;0.285714286;0.307692308;0.153846154;0.032258065;0.199513382;0.241591109;0.25863747;0.300076161;0.20399954;0.146048918;0.085930408;0.034807995;0.384615385;0.196517413;0.432291667;0.085942744;0.192030147;0.641029866;0.917615543;0;0;0.516503017;0.152030507;0.439428847;0.608879169;0.072662397;0;0;0.28634579;0.192215292;0.136100025;0;0;0;0;0;1;0;0;0;0.236405434;0;0;0.206220284;0;1;1;0.464103199;1;0;0;0;0;0;0.235798939;0;0.251390675;0.187321572;0.119319082;0;0;0.195257365;0;0;0.25;0;0;0.333333333;0.5;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0.181818182;0;0;0;0;0;0.238095238;0.296296296;0.1875;0.333333333;0;0.25;1;0;0;0;0;0;0;1;0;0;0;0;0;1;4.31E-01;4.41E-01;4.72E-01;3.81E-01;3.67E-01;5.72E-01;0;0;0;0.333333333;0.296296296;0.25;0.3125;0.4;0.272727273;0.391791045;0.678707224;0.248021108;0.704500978;0.370607029;0.655986509;0.294151051;0.292105263;0.489795918;0.366197183;0.23187081;0.321292776;0.199920509;0.190529876;0.301115242;0.151515152;0.69637552;0.270856507;0.693176683;0.245410628;0.647197362;0.323076923;0.251099937;0.184624562;0.251099937;0.193572441;0.160436137;0.694300518;0.320855615;0.735;0.591928251;0.291358025;0.237762238;0.141843972;0.328767123;0.291358025;0.21221067;0.187946139;0.181297536;0.155239159;0.109505137;0.084375425;0.270362886;0.288405549;0.179027251;0.232446809;0.388571429;0.18537415;0.695094955;0.577103587;0.69335079;0.505415428;0.294661447;0.587195057;0.36490819;0.12375;0.244155844;0.188431993;0.201576577;0.084865629;0.216489305;0.219673357;0.066319375;0.107489451;0.049784398;0.09570931;0.211531617;0.036115951;0.083000444;0.124638648;0.477929985;0.070205479;0.247077667;0.256559767;0.235903337;0.250037341;0.166666667;0.25;0.7227;0;0.2773;0.9999;0.093931998;0;0.6291;0.421039665
